Sample ID,Group ID,Size,Date Tested,Binder Composition,Feed Mix (g Bioglass : g PEG6000),Particle Size (microns),Sintering Temperature (°C),Sintering Time (hours),Final Volume (cm^3),Final Mass (g),Volume Loss (cm^3),Volume Loss (%),Mass Loss (g),Mass Loss (%),Compressive Load (N),Cross-Sectional Area (mm^2),Maximum Stress (MPa),Porosity (%)
121,71125:100:20:HMW,Evans 12mm,2025-07-11,PVA,100:20,<90,930,6,3.52,4.611,-0.7200000000000002,-16.981132075471702,-1.237,-21.152530779753764,1912.0,160.0,11.95,51.47
122,71125:100:20:HMW,Evans 12mm,2025-07-11,PVA,100:20,<90,930,6,3.49,4.688,-0.7299999999999995,-17.298578199052123,-1.2780000000000005,-21.42138786456588,2089.0,158.63636363636365,13.168481375358164,50.27
123,71125:100:30:HMW,Evans 12mm,2025-07-11,PVA,100:30,<90,930,6,3.5,4.192,-0.6200000000000001,-10.528103243335032,-1.697,-28.816437425708948,2172.0,159.0909090909091,13.652571428571429,55.68
124,71125:100:30:HMW,Evans 12mm,2025-07-11,PVA,100:30,<90,930,6,3.45,4.22,-0.6600000000000001,-11.148648648648651,-1.7000000000000002,-28.716216216216218,2085.0,156.81818181818184,13.29565217391304,54.7
125,71125:100:30:HMW,Evans 12mm,2025-07-11,PVA,100:30,<90,930,6,3.47,4.199,-0.69,-11.69095221958658,-1.7030000000000003,-28.854625550660796,2074.0,157.72727272727275,13.149279538904898,55.12
126,71125:100:40:HMW,Evans 12mm,2025-07-11,PVA,100:40,<90,930,6,3.5,3.806,-0.5599999999999996,-9.58575830195138,-2.0359999999999996,-34.85107839780896,1833.0,159.0909090909091,11.521714285714285,59.76
127,71125:100:40:HMW,Evans 12mm,2025-07-11,PVA,100:40,<90,930,6,3.55,3.865,-0.5200000000000005,-8.837525492862005,-2.019,-34.313392250169954,1925.0,161.36363636363635,11.929577464788734,59.67
128,71125:100:40:HMW,Evans 12mm,2025-07-11,PVA,100:40,<90,930,6,3.47,3.879,-0.5899999999999994,-9.951087873165784,-2.0500000000000003,-34.57581379659302,1849.0,157.72727272727275,11.722766570605186,58.58
129,71125:100:20:LMW,Evans 12mm,2025-07-11,PVA,100:20,<90,930,6,3.63,4.6,-0.6200000000000001,-10.465901417960838,-1.3240000000000007,-22.3497636731938,5057.0,165.0,30.64848484848485,53.13
130,71125:100:20:LMW,Evans 12mm,2025-07-11,PVA,100:20,<90,930,6,3.5,4.59,-0.6200000000000001,-10.444743935309974,-1.346,-22.675202156334233,7090.0,159.0909090909091,44.565714285714286,51.44
131,71125:100:20:LMW,Evans 12mm,2025-07-11,PVA,100:20,<90,930,6,3.48,4.579,-0.6300000000000003,-10.609632873021226,-1.359,-22.886493768945773,7012.0,158.1818181818182,44.32873563218391,51.27
132,71125:100:20:LMW,Evans 12mm,2025-07-11,PVA,100:20,<90,930,6,3.49,4.598,-0.5899999999999999,-9.87778335844634,-1.375,-23.02025782688766,7121.0,158.63636363636365,44.88882521489971,51.21
133,71125:100:20:LMW,Evans 12mm,2025-07-11,PVA,100:20,<90,930,6,3.54,4.572,-0.5499999999999998,-9.229736532975329,-1.3869999999999996,-23.275717402248695,7002.0,160.9090909090909,43.51525423728813,52.22
134,71125:100:20:LMW,Evans 12mm,2025-07-11,PVA,100:20,<90,930,6,3.52,4.612,-0.5799999999999996,-9.74789915966386,-1.338,-22.487394957983195,7416.0,160.0,46.35,51.5
135,71125:100:30:LMW,Evans 12mm,2025-07-11,PVA,100:30,<90,930,6,3.5,4.308,-0.5700000000000003,-9.534961525593848,-1.67,-27.93576446972231,7522.0,159.0909090909091,47.281142857142854,54.42
136,71125:100:30:LMW,Evans 12mm,2025-07-11,PVA,100:30,<90,930,6,3.58,4.323,-0.47999999999999954,-8.053691275167777,-1.6369999999999996,-27.466442953020128,7300.0,162.72727272727272,44.86033519553073,55.25
137,71125:100:30:LMW,Evans 12mm,2025-07-11,PVA,100:30,<90,930,6,3.58,4.278,-0.46999999999999975,-7.841174507841171,-1.7160000000000002,-28.628628628628633,7945.0,162.72727272727272,48.824022346368714,55.74
138,71125:100:30:LMW,Evans 12mm,2025-07-11,PVA,100:30,<90,930,6,3.54,4.315,-0.54,-9.02557245528999,-1.6679999999999993,-27.878990473006844,7558.0,160.9090909090909,46.97062146892655,54.88
139,71125:100:30:LMW,Evans 12mm,2025-07-11,PVA,100:30,<90,930,6,3.45,3.702,-0.6399999999999997,-10.698762955533262,-2.2800000000000002,-38.114343029087266,7383.0,156.81818181818184,47.07999999999999,60.31
140,71125:100:30:LMW,Evans 12mm,2025-07-11,PVA,100:30,<90,930,6,3.47,4.226,-0.6000000000000001,-10.058675607711653,-1.7389999999999999,-29.1533948030176,7193.0,157.72727272727275,45.604034582132556,54.94
141,71125:100:40:LMW,Evans 12mm,2025-07-11,PVA,100:40,<90,930,6,3.52,4.239,-0.52,-8.688387635756056,-1.7460000000000004,-29.172932330827074,8320.0,160.0,52.0,55.39
142,71125:100:40:LMW,Evans 12mm,2025-07-11,PVA,100:40,<90,930,6,3.5,3.848,-0.54,-9.027081243731194,-2.1340000000000003,-35.67368772985624,8986.0,159.0909090909091,56.48342857142857,59.28
143,71125:100:40:LMW,Evans 12mm,2025-07-11,PVA,100:40,<90,930,6,3.48,3.803,-0.5799999999999996,-9.660226515656225,-2.2009999999999996,-36.65889407061959,8697.0,158.1818181818182,54.981034482758616,59.47
144,71125:100:40:LMW,Evans 12mm,2025-07-11,PVA,100:40,<90,930,6,3.52,3.083,-0.5500000000000003,-9.148369926813045,-2.9289999999999994,-48.71922821024617,9096.0,160.0,56.85,59.99
145,71125:100:40:LMW,Evans 12mm,2025-07-11,PVA,100:40,<90,930,6,3.46,3.8,-0.6200000000000001,-10.413167618407796,-2.154,-36.17735975814578,8522.0,157.27272727272725,54.18612716763006,59.34
146,71125:100:40:LMW,Evans 12mm,2025-07-11,PVA,100:40,<90,930,6,3.52,3.769,-0.5500000000000003,-9.160559626915395,-2.2349999999999994,-37.22518321119253,8354.0,160.0,52.2125,60.34
147,91525:PVA100:20,Evans 12mm,2025-09-15,PVA,100:20,<90,930,6,3.5625264479999994,5.008,-0.41899585699999964,-10.523508972279881,-1.3090000000000002,-20.721861643185058,829.472,161.93302036363633,5.122315375439426,47.935409269561866
148,91525:PVA100:20,Evans 12mm,2025-09-15,PVA,100:20,<90,930,6,3.3943711199999997,4.993,-0.46801630250000015,-12.117280099184564,-1.3229999999999995,-20.946801773274217,847.615,154.28959636363635,5.4936626964938355,45.51982697580636
149,91525:PVA100:20,Evans 12mm,2025-09-15,PVA,100:20,<90,930,6,3.4108956180000005,4.968,-0.4169599544999998,-10.892781783500787,-1.3390000000000004,-21.23037894403045,874.291,155.04070990909094,5.639106016172436,46.05522402122364
150,91525:PVA100:20,Evans 12mm,2025-09-15,PVA,100:20,<90,930,6,3.57857192,4.985,-0.27518253999999986,-7.140635005583616,-1.319,-20.923223350253807,889.803,162.66236,5.470245236820614,48.406897008896884
151,91525:PVA100:20,Evans 12mm,2025-09-15,PVA,100:20,<90,930,6,3.6795144960000004,5.022,-0.4453149864999997,-10.795961103102393,-1.327,-20.900929280201606,853.227,167.25065890909093,5.101486628305431,49.44985263621041
152,91525:PVA100:20,Evans 12mm,2025-09-15,PVA,100:20,<90,930,6,3.5610807374999993,4.998,-0.5136775625000007,-12.606332073733078,-1.3049999999999997,-20.704426463588764,1048.526,161.86730624999998,6.477688572765757,48.0182773836615
153,91525:PVA100:20,Evans 12mm,2025-09-15,PVA,100:20,<90,930,6,3.6120997200000002,5.01,-0.4229469524999998,-10.481835448955387,-1.3180000000000005,-20.82806573957017,1063.814,164.18635090909092,6.47930838409965,48.62944826020597
154,91525:PVA100:20,Evans 12mm,2025-09-15,PVA,100:20,<90,930,6,3.84939317,5.229,-0.35658616,-8.478076852555526,-1.3529999999999998,-20.55606198723792,1081.927,174.9724168181818,6.183414618569606,49.68903977489349
155,91525:PVA100:20,Evans 12mm,2025-09-15,PVA,100:20,<90,930,6,3.5294651084999997,5.038,-0.4382444565000001,-11.045275600962494,-1.2889999999999997,-20.373004583530896,1096.438,160.43023220454543,6.834360238300116,47.13289780277974
156,91525:PVA100:20,Evans 12mm,2025-09-15,PVA,100:20,<90,930,6,3.5533601460000006,4.986,-0.4005366789999987,-10.130175285997725,-1.2800000000000002,-20.427705075007985,1114.905,161.5163702727273,6.902736844057572,48.03041091273988
157,91525:PVA100:30,Evans 12mm,2025-09-15,PVA,100:30,<90,930,6,3.8079219749999993,4.303,-0.44985513000000044,-10.565492718529718,-2.0229999999999997,-31.979133733797028,1352.18,173.08736249999998,7.812124354254922,58.14767964872222
158,91525:PVA100:30,Evans 12mm,2025-09-15,PVA,100:30,<90,930,6,3.7379925629999997,4.358,-0.3868369195000003,-9.378252389370143,-2.0060000000000002,-31.5210559396606,1358.42,169.90875286363635,7.994997179987703,56.81976229565671
159,91525:PVA100:30,Evans 12mm,2025-09-15,PVA,100:30,<90,930,6,3.7706325929999998,4.343,-0.4249871819999993,-10.129306390734595,-2.016,-31.703097971379147,1286.85,171.3923905909091,7.508209644333279,57.34088435174892
160,91525:PVA100:30,Evans 12mm,2025-09-15,PVA,100:30,<90,930,6,3.7714121250000003,4.388,-0.49154475749999893,-11.53060589277492,-2.005,-31.362427655247927,1239.71,171.4278238636364,7.231673202514296,56.90778065828101
161,91525:PVA100:30,Evans 12mm,2025-09-15,PVA,100:30,<90,930,6,3.741715545,4.387,-0.4400914899999995,-10.523954986842178,-2.027,-31.60274399750546,1488.33,170.0779793181818,8.750868313267251,56.57567243490674
162,91525:PVA100:30,Evans 12mm,2025-09-15,PVA,100:30,<90,930,6,3.8245486630000007,4.431,-0.4211422944999983,-9.919287548615657,-2.0300000000000002,-31.4192849404117,1492.58,173.84312104545458,8.585786949888783,57.09007112426665
163,91525:PVA100:30,Evans 12mm,2025-09-15,PVA,100:30,<90,930,6,3.729577764,4.361,-0.4505026784999995,-10.777368634335787,-1.9700000000000006,-31.116727215289853,1521.14,169.526262,8.972887044486358,56.69254571453454
164,91525:PVA100:30,Evans 12mm,2025-09-15,PVA,100:30,<90,930,6,3.814545672,4.335,-0.3966134354999995,-9.418153657353816,-1.9539999999999997,-31.07012243599936,1447.89,173.38843963636364,8.350556721293335,57.909651800977166
165,91525:PVA100:40,Evans 12mm,2025-09-15,PVA,100:40,<90,930,6,3.8463912784999996,3.951,-0.402752864,-9.478446729346274,-2.379,-37.58293838862559,1245.43,174.83596720454545,7.123419854124964,61.95568190077639
166,91525:PVA100:40,Evans 12mm,2025-09-15,PVA,100:40,<90,930,6,3.8388077910000002,4.027,-0.36717153899999966,-8.729751389434423,-2.3440000000000003,-36.79171244702559,1248.62,174.49126322727273,7.155773744234333,61.14727377134571
167,91525:PVA100:40,Evans 12mm,2025-09-15,PVA,100:40,<90,930,6,3.866511024,4.042,-0.32047578849999914,-7.654091184219587,-2.378,-37.0404984423676,1317.54,175.7505010909091,7.496650034121304,61.281966409905245
168,91525:PVA100:40,Evans 12mm,2025-09-15,PVA,100:40,<90,930,6,3.9708804899999994,3.993,-0.3507805375000008,-8.116798963821575,-2.3560000000000003,-37.10820601669555,1189.77,180.4945677272727,6.591721928151004,62.75665075760342
169,91525:PVA100:40,Evans 12mm,2025-09-15,PVA,100:40,<90,930,6,3.7865873985,3.975,-0.3814068964999997,-9.15084977341601,-2.3720000000000003,-37.371986765400976,1364.21,172.11760902272727,7.926033877334787,61.12007812614016
170,91525:PVA100:40,Evans 12mm,2025-09-15,PVA,100:40,<90,930,6,3.84351669,4.019,-0.3762753800000005,-8.91691755797817,-2.396,-37.349961028838656,1212.95,174.7053040909091,6.942834428019617,61.27196423027582
171,91525:PVA100:40,Evans 12mm,2025-09-15,PVA,100:40,<90,930,6,3.8751860099999997,3.961,-0.4171229449999996,-9.717915214702892,-2.3300000000000005,-37.03703703703704,1286.48,176.14481863636362,7.303535863043643,62.142796932810015
172,91525:PVA100:40,Evans 12mm,2025-09-15,PVA,100:40,<90,930,6,3.840737186,3.987,-0.3894144389999994,-9.205685127184998,-2.3200000000000003,-36.78452513080705,1147.83,174.57896300000002,6.574847165291042,61.55251986391275
173,91525:PVA100:40,Evans 12mm,2025-09-15,PVA,100:40,<90,930,6,3.7384498230000003,3.98,-0.4312710644999993,-10.342924050213165,-2.3249999999999997,-36.87549563838223,1286.48,169.92953740909093,7.570667346094804,60.56991149098342
174,91525:PVAGLY100:20,Evans 12mm,2025-09-15,PVA Glycerol,100:20,<90,930,6,3.7480056480000004,4.938,-0.4894218300000004,-11.549975369277583,-1.476,-23.012160898035546,1147.83,170.3638930909091,6.737519195968938,51.20367841855268
175,91525:PVAGLY100:20,Evans 12mm,2025-09-15,PVA Glycerol,100:20,<90,930,6,3.775104648,4.954,-0.42430349700000036,-10.103888032536078,-1.4940000000000007,-23.169975186104228,1168.42,171.59566581818183,6.809146340782445,51.39698138469154
176,91525:PVAGLY100:20,Evans 12mm,2025-09-15,PVA Glycerol,100:20,<90,930,6,3.766980896999999,4.992,-0.4410680055000018,-10.481532313894057,-1.5010000000000003,-23.11720314184507,1129.57,171.22640440909086,6.59693815272353,50.918548847398384
177,91525:PVAGLY100:20,Evans 12mm,2025-09-15,PVA Glycerol,100:20,<90,930,6,3.891429324,5.012,-0.4116679109999999,-9.56678151847526,-1.5060000000000002,-23.105247008284753,1214.88,176.8831510909091,6.868262988913017,52.29782833655041
178,91525:PVAGLY100:20,Evans 12mm,2025-09-15,PVA Glycerol,100:20,<90,930,6,3.7821601349999994,4.894,-0.43452952500000075,-10.304991830961558,-1.5099999999999998,-23.579013116801995,1083.76,171.91636977272725,6.303995375383544,52.07520232105156
179,91525:PVAGLY100:20,Evans 12mm,2025-09-15,PVA Glycerol,100:20,<90,930,6,3.8665506424999996,4.935,-0.453828107500001,-10.504359311090514,-1.5140000000000002,-23.476507985734226,1141.35,175.75230193181815,6.494082794106324,52.728466616022665
180,91525:PVAGLY100:20,Evans 12mm,2025-09-15,PVA Glycerol,100:20,<90,930,6,3.829169808,4.927,-0.45318960900000027,-10.582708382695293,-1.5050000000000008,-23.398631840796032,1187.29,174.0531730909091,6.821421172137268,52.34437472576003
181,91525:PVAGLY100:20,Evans 12mm,2025-09-15,PVA Glycerol,100:20,<90,930,6,3.820852728,4.922,-0.43558441650000024,-10.233545139104079,-1.5040000000000004,-23.40491752256459,1106.94,173.675124,6.373624353940292,52.28910683722739
182,91525:PVAGLY100:20,Evans 12mm,2025-09-15,PVA Glycerol,100:20,<90,930,6,3.835362056,4.85,-0.43835660349999994,-10.257029964421783,-1.4450000000000003,-22.954725972994446,1173.68,174.33463890909093,6.732339639123759,53.16488326085958
183,91525:PVAGLY100:30,Evans 12mm,2025-09-15,PVA Glycerol,100:30,<90,930,6,3.852494233,4.557,-0.4108555175000008,-9.636917952880037,-1.8389999999999995,-28.752345215759846,517.678,175.11337422727271,2.956244788751122,56.189998590511124
184,91525:PVAGLY100:30,Evans 12mm,2025-09-15,PVA Glycerol,100:30,<90,930,6,3.8746199625,4.592,-0.4492150905000005,-10.389274451816153,-1.8570000000000002,-28.795162040626458,531.24,176.11908920454547,3.0163680859319886,56.10561146122366
185,91525:PVAGLY100:30,Evans 12mm,2025-09-15,PVA Glycerol,100:30,<90,930,6,3.8643916199999997,4.575,-0.45080267549999986,-10.446868544716722,-1.891,-29.245283018867923,498.76,175.65416454545453,2.839443068660831,56.15236210339249
186,91525:PVAGLY100:30,Evans 12mm,2025-09-15,PVA Glycerol,100:30,<90,930,6,3.7859302800000005,4.526,-0.5603707424999991,-12.89304950575358,-1.875,-29.29229807842525,556.19,172.08774000000003,3.232014087697357,55.723001420504346
187,91525:PVAGLY100:30,Evans 12mm,2025-09-15,PVA Glycerol,100:30,<90,930,6,3.8558292300000003,4.502,-0.5405881859999999,-12.296106917250913,-1.9350000000000005,-30.06058723007613,472.83,175.26496500000002,2.6978010123129854,56.75619152336249
188,91525:PVAGLY100:30,Evans 12mm,2025-09-15,PVA Glycerol,100:30,<90,930,6,3.9142211999999996,4.519,-0.4977495795000011,-11.281796829044502,-1.968,-30.337598273470018,523.47,177.91914545454543,2.9421791492008684,57.24044150331351
189,91525:PVAGLY100:40,Evans 12mm,2025-09-15,PVA Glycerol,100:40,<90,930,6,3.9553153200000004,4.31,-0.3875293995,-8.923399857239588,-2.0780000000000003,-32.529743268628685,541.92,179.78706000000003,3.014232503718565,59.64174365000321
190,91525:PVAGLY100:40,Evans 12mm,2025-09-15,PVA Glycerol,100:40,<90,930,6,4.020734098,4.298,-0.4672753474999993,-10.411639128088805,-2.221,-34.06964258321828,506.15,182.76064081818183,2.769469387577492,60.40892501089109
191,91525:PVAGLY100:40,Evans 12mm,2025-09-15,PVA Glycerol,100:40,<90,930,6,4.068543600000001,4.206,-0.4730385419999994,-10.415721376596856,-2.3039999999999994,-35.39170506912442,487.68,184.93380000000005,2.6370517450028057,61.71166070881537
192,91525:PVAGLY100:40,Evans 12mm,2025-09-15,PVA Glycerol,100:40,<90,930,6,3.9983623679999996,4.186,-0.5138411985000007,-11.387810654530686,-2.245,-34.909034364795524,614.75,181.743744,3.3825098265830817,61.22486589063529
193,91525:PVAGLY100:40,Evans 12mm,2025-09-15,PVA Glycerol,100:40,<90,930,6,3.855034696,4.261,-0.624333992,-13.937990718927844,-2.2299999999999995,-34.355261130796485,765.9,175.22884981818183,4.370855602800001,59.06267329355968
194,91525:PVAGLY100:40,Evans 12mm,2025-09-15,PVA Glycerol,100:40,<90,930,6,4.015702500000001,4.234,-0.3824430674999988,-8.695552742184194,-2.186,-34.04984423676012,485.14,182.53193181818185,2.657836331252128,60.94959354812395
195,5225:PEG20024100:20,Evans 12mm,2025-05-02,PVA PEG200,100:20,<90,930,6,3.41639529,4.84,-0.5779341260000002,-14.468864878419435,-1.5419999999999998,-24.161704794735194,946.261,155.290695,6.093481647435476,47.529707764215054
196,5225:PEG20024100:20,Evans 12mm,2025-05-02,PVA PEG200,100:20,<90,930,6,3.453702945,4.881,-0.5643618749999995,-14.045614002812417,-1.5409999999999995,-23.995639987542813,865.935,156.98649749999998,5.515983946326339,47.65682496246712
197,5225:PEG20024100:20,Evans 12mm,2025-05-02,PVA PEG200,100:20,<90,930,6,3.416105518,4.868,-0.5307530899999997,-13.447481724432722,-1.5869999999999997,-24.585592563903948,982.45,155.27752354545456,6.327058659667549,47.22168406500133
198,5225:PEG20024100:20,Evans 12mm,2025-05-02,PVA PEG200,100:20,<90,930,6,3.4276525920000003,4.905,-0.566676824,-14.187032790287018,-1.6059999999999999,-24.665949930886192,977.041,155.80239054545456,6.271027014280332,46.99968512250361
199,5225:PEG20024100:20,Evans 12mm,2025-05-02,PVA PEG200,100:20,<90,930,6,3.416495071,4.868,-0.5778343450000003,-14.466366812045637,-1.5829999999999993,-24.53883118896294,1405.16,155.2952305,9.048313946769923,47.227701913960615
200,5225:PEG20024100:20,Evans 12mm,2025-05-02,PVA PEG200,100:20,<90,930,6,3.4123729710000004,4.864,-0.5514394969999996,-13.911846270523402,-1.5590000000000002,-24.272146971820025,1078.22,155.10786231818182,6.951420668722675,47.20736869060492
201,5225:PEG20024100:20,Evans 12mm,2025-05-02,PVA PEG200,100:20,<90,930,6,3.3604071749999993,4.903,-0.5796698890000003,-14.71214597035101,-1.6230000000000002,-24.869751762182048,1417.77,152.74578068181816,9.281893049165985,45.96113413173134
202,5225:PEG20024100:20,Evans 12mm,2025-05-02,PVA PEG200,100:20,<90,930,6,3.41759421,4.851,-0.5818213640000001,-14.547659607628463,-1.657,-25.460971112476955,1433.94,155.34519136363636,9.230668728222126,47.42890594180089
203,5225:PEG20024100:20,Evans 12mm,2025-05-02,PVA PEG200,100:20,<90,930,6,3.4192791000000002,4.868,-0.5377518239999994,-13.58978067971246,-1.6429999999999998,-25.234219013976343,1434.15,155.4217772727273,9.227471369622911,47.27066992095021
204,5225:PEG20024100:20,Evans 12mm,2025-05-02,PVA PEG200,100:20,<90,930,6,3.3998983199999997,4.908,-0.5774772360000004,-14.519052271261065,-1.6479999999999997,-25.137278828553995,1465.27,154.54083272727271,9.481442374429598,46.534348774942835
205,5225:PEG20024100:20,Evans 12mm,2025-05-02,PVA PEG200,100:20,<90,930,6,3.324405546,4.83,-0.578373026,-14.819519358578665,-1.6269999999999998,-25.197460120799132,1401.05,151.109343,9.271762898208088,46.18920994638213
206,5225:PEG20024100:20,Evans 12mm,2025-05-02,PVA PEG200,100:20,<90,930,6,3.2727584175,4.748,-0.5384693105,-14.128500024913757,-1.5489999999999995,-24.599015404160703,1590.54,148.76174625,10.691861584678058,46.26800105026333
207,5225:PEG20012100:20,Evans 12mm,2025-05-02,PVA PEG200,100:20,<90,930,6,3.338469350999999,4.968,-0.5099361690000013,-13.250583036270076,-1.5469999999999997,-23.74520337682271,7694.09,151.74860686363633,50.70287074802624,44.88492160490107
208,5225:PEG20012100:20,Evans 12mm,2025-05-02,PVA PEG200,100:20,<90,930,6,3.2833058789999994,4.945,-0.517609401000001,-13.618019947027099,-1.5669999999999993,-24.063267813267807,7718.07,149.2411763181818,51.71541923219028,44.218371696782086
209,5225:PEG20012100:20,Evans 12mm,2025-05-02,PVA PEG200,100:20,<90,930,6,3.2691555150000005,4.926,-0.5385440849999998,-14.143554943252346,-1.5729999999999995,-24.20372364979227,7505.84,148.59797795454546,50.511050710905074,44.19217941534837
210,5225:PEG20012100:20,Evans 12mm,2025-05-02,PVA PEG200,100:20,<90,930,6,3.2486668,4.891,-0.5098464800000002,-13.56511051093054,-1.5590000000000002,-24.17054263565892,1073.83,147.66667272727275,7.2719861575216,44.23923433817586
211,5225:PEG20012100:20,Evans 12mm,2025-05-02,PVA PEG200,100:20,<90,930,6,3.2317398749999997,4.88,-0.49454788500000024,-13.271865106842961,-1.596,-24.64484249536751,1042.62,146.89726704545453,7.09761332508236,44.07323988576255
212,5225:PEG20012100:20,Evans 12mm,2025-05-02,PVA PEG200,100:20,<90,930,6,3.25946385,4.922,-0.49565727000000015,-13.19950153831523,-1.5040000000000004,-23.40491752256459,1241.38,148.1574477272727,8.37878904532106,44.071692558794204
213,5225:PEG20012100:20,Evans 12mm,2025-05-02,PVA PEG200,100:20,<90,930,6,3.26523811,4.98,-0.5002126699999998,-13.28427057543426,-1.4969999999999999,-23.112552107457155,9915.43,148.41991409090906,66.80660112716866,43.512712325765285
214,5225:PEG20012100:20,Evans 12mm,2025-05-02,PVA PEG200,100:20,<90,930,6,3.24640536,4.937,-0.4953313800000001,-13.238007225489628,-1.5350000000000001,-23.717552533992585,9907.94,147.56387999999998,67.14339579577334,43.67559451914783
215,5225:PEG20012100:20,Evans 12mm,2025-05-02,PVA PEG200,100:20,<90,930,6,3.275918136,4.966,-0.48834694199999973,-12.973234665489192,-1.537,-23.63524527141319,9913.55,148.9053698181818,66.57617527228709,43.85515196344152
216,5225:PEG20012100:20,Evans 12mm,2025-05-02,PVA PEG200,100:20,<90,930,6,3.2250304899999995,4.886,-0.4896044900000005,-13.180419950710757,-1.513,-23.64431942491014,9954.78,146.59229499999998,67.90793472467296,43.88798384260764
217,5225:PEG20012100:20,Evans 12mm,2025-05-02,PVA PEG200,100:20,<90,930,6,3.2836963679999998,4.98,-0.5054684520000006,-13.339838091286843,-1.5269999999999992,-23.46703550023051,9074.23,149.2589258181818,60.795225144884654,43.83023770349876
218,5225:PEG20012100:20,Evans 12mm,2025-05-02,PVA PEG200,100:20,<90,930,6,3.2772928439999998,4.974,-0.4932395160000005,-13.081429063772854,-1.5,-23.169601482854493,9926.8,148.96785654545454,66.63719429279051,43.78829387813406
219,5225:PEG20010501,Evans 12mm,2025-05-25,PVA PEG200,100:20,<90,930,6,3.6434321625000003,5.081,-0.4124054694999999,-10.168194758246177,-1.3619999999999992,-21.139220859847885,5131.02,165.61055284090912,30.982445937059488,48.34947467333689
220,5225:PEG20010501,Evans 12mm,2025-05-25,PVA PEG200,100:20,<90,930,6,3.597783125,5.031,-0.3951864750000005,-9.897056942281765,-1.3210000000000006,-20.79659949622167,5198.44,163.53559659090908,31.787819339443924,48.20884782116117
221,5225:PEG20010501,Evans 12mm,2025-05-25,PVA PEG200,100:20,<90,930,6,3.62473875,5.055,-0.40561184199999945,-10.063934457838835,-1.3490000000000002,-21.064959400374768,5027.31,164.76085227272728,30.512770058255924,48.348767970595894
222,5225:PEG20010501,Evans 12mm,2025-05-25,PVA PEG200,100:20,<90,930,6,3.6244312124999998,5.011,-0.3311573955000009,-8.371886672700239,-1.3019999999999996,-20.62410898146681,5256.89,164.74687329545455,31.90889086296875,48.79400884957681
223,5225:PEG20010501,Evans 12mm,2025-05-25,PVA PEG200,100:20,<90,930,6,3.623813925,4.996,-0.44221852299999975,-10.87592213430363,-1.3689999999999998,-21.5082482325216,4972.15,164.71881477272726,30.185683443997473,48.93859318755251
224,5225:PEG20010501,Evans 12mm,2025-05-25,PVA PEG200,100:20,<90,930,6,3.596283787500001,4.996,-0.39838494849999906,-9.972915774210497,-1.3489999999999993,-21.260835303388482,5143.72,163.46744488636367,31.46632654334151,48.54770981083567
225,5225:PEG20010501,Evans 12mm,2025-05-25,PVA PEG200,100:20,<90,930,6,3.5875687500000004,4.989,-0.3663207219999993,-9.264819479506162,-1.3230000000000004,-20.960076045627382,5308.54,163.07130681818182,32.55348904463503,48.494986255586674
226,5225:PEG20010502,Evans 12mm,2025-05-25,PVA PEG200,100:20,<90,930,6,3.4851676124999993,4.92,-0.4347391395000004,-11.090547990157916,-1.3630000000000004,-21.693458538914538,5627.88,158.41670965909088,35.52579782846815,47.7149329723314
227,5225:PEG20010502,Evans 12mm,2025-05-25,PVA PEG200,100:20,<90,930,6,3.4186134,4.975,-0.4061417360000008,-10.618764379900966,-1.3780000000000001,-21.69053990240831,5754.19,155.39151818181818,37.030270810966805,46.101170942798255
228,5225:PEG20010502,Evans 12mm,2025-05-25,PVA PEG200,100:20,<90,930,6,3.2791905000000003,4.883,-0.3926423959999994,-10.693362337587146,-1.3230000000000004,-21.318079278117956,5531.65,149.05411363636364,37.111689607541855,44.84862899796403
229,5225:PEG20010241,Evans 12mm,2025-05-25,PVA PEG200,100:20,<90,930,6,3.7231927875,5.041,-0.37342410849999963,-9.115426655214373,-1.1949999999999994,-19.16292495189223,5644.92,169.23603579545454,33.35530741704844,49.85387156675574
230,5225:PEG20010241,Evans 12mm,2025-05-25,PVA PEG200,100:20,<90,930,6,3.6882928125000003,5.064,-0.38283704350000036,-9.403705041139329,-1.1920000000000002,-19.0537084398977,6752.21,167.64967329545456,40.275712247290556,49.14840955145681
231,5225:PEG20010241,Evans 12mm,2025-05-25,PVA PEG200,100:20,<90,930,6,3.6768121500000004,5.069,-0.38922029799999924,-9.57248381506274,-1.2309999999999999,-19.539682539682538,6893.18,167.127825,41.24495726549424,48.93926230614182
232,5225:PEG20010241,Evans 12mm,2025-05-25,PVA PEG200,100:20,<90,930,6,3.7147484124999997,5.05,-0.3716736675000005,-9.095332303509885,-1.2039999999999997,-19.251678925487685,6598.77,168.85220056818181,39.0801539914515,49.650146855796784
233,5225:PEG20010241,Evans 12mm,2025-05-25,PVA PEG200,100:20,<90,930,6,3.699791174999999,5.085,-0.3764360889999998,-9.234914164982138,-1.2169999999999996,-19.311329736591553,6824.73,168.1723261363636,40.581766077648965,49.09622613137528
234,5225:PEG20010241,Evans 12mm,2025-05-25,PVA PEG200,100:20,<90,930,6,3.6842638500000002,5.021,-0.3885651419999996,-9.540423689853748,-1.21,-19.419033862943348,6671.42,167.46653863636365,39.83733141153829,49.525069176855254
